studentCode,StudentName,modeoftransport,Distance,Emission
8115,Deeyn,Train,112,40.75
8116,Rosemaria,Walk,17,0
8117,Korney,Walk,379,0
8118,Athena,Car,330,9.13
8119,Livvyy,Bike,6,0
8120,Terrijo,Bike,367,0
8121,Sheila,Bike,174,0
8122,Roz,Walk,486,0
8123,Emlyn,E-scooter,200,87.63
8124,Cristal,Bus,11,79.17
8125,Adolf,Bike,89,0
8126,Monroe,Bike,408,0
8127,Raeann,Bike,132,0
8128,Xever,Motor Bike,149,95.89
8129,Audrye,Walk,140,0
8130,Justin,Train,471,30.41
8131,Sissy,Car,336,67.37
8132,Patric,Motor Bike,211,75.5
8133,Dian,Car,273,50.38
8134,Adrian,Train,253,97.54
8135,Rafa,E-scooter,231,57.07
8136,Shaylah,Motor Bike,484,41.48
8137,Lemar,Motor Bike,429,67.69
8138,Marybeth,Car,42,40.7
8139,Rebbecca,Bus,442,48
8140,Ashli,Motor Bike,279,93.5
8141,Salem,Car,375,28.25
8142,Josephine,Train,259,33.77
8143,Mirella,Bike,293,0
8144,Dorian,Bike,384,0
8145,Ira,E-scooter,386,84.27
8146,Delores,Train,373,30.41
8147,Viviene,E-scooter,3,58.93
8148,Kennan,Walk,106,0
8149,Fabian,Walk,487,0
8150,Demetris,Car,259,28.35
8151,Keene,E-scooter,235,93.39
8152,Stanton,E-scooter,406,91.45
8153,Aili,Walk,107,0
8154,Trent,Car,45,57.82
8155,Feliza,Bike,81,0
8156,Brandy,E-scooter,132,46.5
8157,Giavani,Train,41,23.63
8158,Garrek,E-scooter,141,4.06
8159,Gregoire,Walk,362,0
8160,Zelda,Train,344,88.8
8161,Carolus,Bike,97,0
8162,Ferdinand,Train,349,57.14
8163,Ashlan,Walk,232,0
8164,Lil,E-scooter,424,42.44
8165,Costanza,Car,238,54.27
8166,Gael,Bike,356,0
8167,Mathilde,Walk,53,0
8168,Michelle,Bike,5,0
8169,Joy,Motor Bike,447,10.02
8170,Cart,Bike,205,0
8171,Aldric,Car,456,71.15
8172,Odell,Motor Bike,403,36.34
8173,Rosana,Train,381,59.94
8174,Jordan,Car,295,94.61
8175,Bekki,Walk,173,0
8176,Lorianna,E-scooter,284,39.07
8177,Theresa,Car,250,88.15
8178,Barr,Car,8,43.22
8179,Paulina,Motor Bike,129,58.58
8180,Conney,Bike,54,0
8181,Shayne,Bike,431,0
8182,Beret,Car,20,21.12
8183,Talbot,Bike,439,0
8184,Adel,Bus,143,23.77
8185,Harmonie,Car,196,54.22
8186,Lia,Motor Bike,51,71.5
8187,Kinsley,Car,475,1.09
8188,Annadiana,Car,125,35.99
8189,Thomasine,Train,73,7.22
8190,Lenka,Car,283,16.7
8191,Catlee,Walk,258,0
8192,Sheelagh,Motor Bike,309,35.92
8193,Adriana,Train,487,41.13
8194,Filip,Car,135,15.4
8195,Helli,Bike,342,0
8196,Brandie,E-scooter,336,3.67
8197,Rich,Walk,441,0
8198,Eddie,Bike,346,0
8199,Steward,E-scooter,81,51.64
8200,Baldwin,E-scooter,433,3.37
8201,Averell,Car,479,19.93
8202,Mufi,Bus,338,57.88
8203,Filippo,Car,96,52.9
8204,Elianora,E-scooter,373,74.55
8205,Linda,Car,52,51.66
8206,Goddart,Bike,431,0
8207,Lauretta,Train,249,17.48
8208,Dennison,E-scooter,19,12.11
8209,Myrah,Train,271,55.54
8210,Willdon,Walk,48,0
8211,Gardie,Motor Bike,315,30.09
8212,Avrom,Train,407,69.93
8213,Alexei,Bus,147,85.51
8214,Lawrence,Train,378,56.75
8215,Mala,Bike,268,0
8216,Dione,Motor Bike,7,10.83
8217,Aurelea,Bus,0,83.95
8218,Allene,Walk,359,0
8219,Eamon,Bike,361,0
8220,Eilis,Bike,230,0
8221,Arlee,Car,0,22.97
8222,Tracey,Motor Bike,97,90
8223,Gaelan,Train,14,25.58
8224,Ted,Bike,96,0
8225,Victoria,Bike,429,0
8226,Kristien,Car,110,66.49
8227,Shaylah,Motor Bike,388,81.82
8228,Sean,Bus,383,88.51
8229,Grethel,E-scooter,39,34.74
8230,Phyllida,Bus,109,20.05
8231,Bette-ann,Bus,315,65.77
8232,Stephenie,Bus,137,62.44
8233,Winne,Bike,83,0
8234,Quincy,Train,119,42.17
8235,Yvonne,E-scooter,292,66.57
8236,Fritz,Car,75,95.22
8237,Kara,Walk,75,0
8238,Morie,Car,216,20.27
8239,Corny,Walk,160,0
8240,Trudey,Walk,430,0
8241,Karalee,Car,160,17.14
8242,Lilla,E-scooter,208,46.39
8243,Reggi,Train,309,14.02
8244,Olenolin,Car,141,69.41
8245,Keelia,Bike,53,0
8246,Stefan,Bike,306,0
8247,Ferris,Walk,318,0
8248,Eddie,Train,401,5.81
8249,Wilmette,Car,444,83.89
8250,Herb,E-scooter,466,49.78
8251,Myranda,Train,445,28.9
8252,Olvan,Walk,149,0
8253,Sorcha,Bike,257,0
8254,Annecorinne,Bike,238,0
8255,Jane,Bike,206,0
8256,Ethelind,Train,178,98.54
8257,Wolfie,Car,365,10.6
8258,Ralina,Bike,307,0
8259,Karlis,Motor Bike,314,43.54
8260,Lemuel,Car,120,98.58
8261,Clo,E-scooter,127,68.73
8262,Donia,Bike,422,0
8263,Hewitt,Train,171,17.23
8264,Woodrow,Train,144,24.88
8265,Vince,E-scooter,163,44.32
8266,Urbain,Train,457,51.28
8267,Rosalyn,Bike,62,0
8268,Jasper,Train,6,69.11
8269,Lilly,Train,392,54.04
8270,Hephzibah,Train,312,39.75
8271,Keri,E-scooter,418,23.78
8272,Wald,Bike,223,0
8273,Pam,Train,458,88.07
8274,Lishe,Bus,178,31.81
8275,Johannes,Car,349,55.69
8276,Colin,Car,217,62.43
8277,Staford,Walk,225,0
8278,Cyrille,Bus,40,42.5
8279,Evanne,Bus,486,50.31
8280,Myles,Car,203,13.18
8281,Noach,E-scooter,382,41.68
8282,Amandi,Bike,247,0
8283,Ninetta,Car,355,76.3
8284,Eloisa,Motor Bike,397,42.84
8285,Sandor,Walk,176,0
8286,Gill,Car,416,53.82
8287,Nerte,Bus,283,12.78
8288,Kerby,Train,225,20.91
8289,Pedro,Train,60,37.88
8290,Worthington,Car,354,52.03
8291,Ellery,Bus,327,34.94
8292,Lacey,Motor Bike,118,7.9
8293,Dusty,Bus,240,1.88
8294,Renaud,Bus,412,22.59
8295,Dannel,E-scooter,457,98.5
8296,Dareen,E-scooter,158,42.11
8297,Shermy,Car,155,70.25
8298,Tanny,Bike,495,0
8299,Shirleen,E-scooter,265,6.32
8300,Deanne,Bus,475,1.98
8301,Myrtia,Bike,297,0
8302,Raina,Train,449,85.04
8303,Nicolette,Motor Bike,99,68.04
8304,Kerianne,Walk,364,0
8305,Klemens,Walk,484,0
8306,Barnaby,Car,18,16.43
8307,Albie,Walk,37,0
8308,Martita,Bus,424,74.53
8309,Adelind,Bike,301,0
8310,Edee,Bike,270,0
8311,Katharyn,E-scooter,31,29.65
8312,Emmalyn,Motor Bike,332,12.15
8313,Jamaal,Motor Bike,175,59.99
8314,Augustina,Bike,185,0
8315,Eydie,Walk,463,0
8316,Algernon,Walk,258,0
8317,Rodd,Walk,224,0
8318,Ardelis,Motor Bike,112,5.43
8319,Martynne,E-scooter,12,89.26
8320,Bell,Motor Bike,57,63.58
8321,Issy,E-scooter,69,40.99
8322,Dionisio,Car,263,80.37
8323,Torin,Bus,464,47.46
8324,Nye,Bus,256,95.02
8325,Immanuel,Motor Bike,0,66.17
8326,Charo,Bike,264,0
8327,Giulio,Bike,423,0
8328,Jo ann,Bike,25,0
8329,Deana,Bike,117,0
8330,Rufus,Bike,21,0
8331,Yetta,Car,4,88.43
8332,Burke,Bus,277,39.28
8333,Diandra,Bus,131,91
8334,Jeanette,Bike,91,0
8335,Ingamar,Motor Bike,315,42.14
8336,Ajay,Walk,35,0
8337,Anatollo,Walk,415,0
8338,Joceline,Car,3,35.32
8339,Pablo,Bus,192,91.72
8340,Bethena,Train,106,5.91
8341,Jere,Motor Bike,447,26.36
8342,Rikki,Motor Bike,160,61.15
8343,Lari,Bike,106,0
8344,Cheslie,E-scooter,453,10.09
8345,Angelina,E-scooter,437,85.78
8346,Ricoriki,Bike,227,0
8347,Adele,Bus,239,62.3
8348,Court,Walk,120,0
8349,Abby,Motor Bike,441,87.74
8350,Casper,Walk,259,0
8351,Tony,Bike,0,0
8352,Remy,Walk,345,0
8353,Lexi,Motor Bike,11,87.69
8354,Sylvia,Bus,477,35.14
8355,Marillin,E-scooter,490,65.61
8356,Fredelia,Bike,73,0
8357,Shaine,Walk,44,0
8358,Ange,Motor Bike,59,50.15
8359,Donnie,Car,219,82.42
8360,Joana,Bike,378,0
8361,Bree,Walk,107,0
8362,Maurise,Walk,497,0
8363,Yehudit,Car,219,18.92
8364,Edwin,Train,459,63.91
8365,Agnella,Bike,442,0
8366,Deni,Car,135,33.8
8367,Jessika,E-scooter,48,91.77
8368,Britni,Car,320,89.8
8369,Worthy,E-scooter,23,50.66
8370,Denys,Bus,344,12.08
8371,Georgianne,Motor Bike,296,61
8372,Deny,Bus,27,98.08
8373,Felipe,Bus,7,64.29
8374,Marylinda,Train,133,0.72
8375,Tommy,Motor Bike,385,46
8376,Torry,Motor Bike,472,88.39
8377,Nelia,Bus,133,95.24
8378,Gilbertina,Car,210,90.91
8379,Shannon,Bus,196,77.41
8380,Josey,Bike,425,0
8381,Tallou,Motor Bike,217,19.24
8382,Desiri,Bike,141,0
8383,Melessa,E-scooter,225,21.37
8384,Thaxter,Walk,79,0
8385,Rube,Walk,217,0
8386,Ekaterina,Car,485,24.4
8387,Rurik,Car,37,84.5
8388,Val,E-scooter,426,20.93
8389,Andee,Bus,78,36.82
8390,Flossy,Train,214,61.52
8391,Beret,Train,38,96.23
8392,Chariot,Bike,413,0
8393,Jacquelynn,Motor Bike,240,51.8
8394,Kelsi,Car,155,71.86
8395,Sigismond,Train,196,38.47
8396,Ailsun,E-scooter,150,71.62
8397,Leroy,Bus,278,82.86
8398,Elwin,Train,449,77.35
8399,Caryn,Car,21,56.64
8400,Carma,Bike,400,0
8401,Kalina,Motor Bike,57,57.27
8402,Grantley,E-scooter,82,0.14
8403,Gisele,Motor Bike,358,5.7
8404,Sigismund,Bike,52,0
8405,Carmelia,Walk,180,0
8406,Vina,Motor Bike,360,28.86
8407,Kelwin,Car,259,66.07
8408,Clementina,E-scooter,475,73.82
8409,Toinette,E-scooter,441,51.89
8410,Gale,Walk,487,0
8411,Joela,Bus,205,16
8412,Marthe,E-scooter,401,6.97
8413,Tiffanie,Bike,350,0
8414,Oralia,Walk,264,0
8415,Aldin,Bike,438,0
8416,Sim,Car,354,54.55
8417,Josie,Car,209,36.16
8418,Arny,E-scooter,70,74.76
8419,Becki,Walk,453,0
8420,Dominique,Train,40,90.68
8421,Bret,Motor Bike,101,53.36
8422,Arline,Motor Bike,133,79.51
8423,Thorstein,Bus,97,68.35
8424,Reece,Car,88,12.44
8425,Pren,Train,22,35.36
8426,Carine,E-scooter,428,99.32
8427,Gunilla,Motor Bike,100,4.91
8428,Morissa,Bus,79,44.5
8429,Holt,Train,86,45.65
8430,Adrian,Car,34,44.91
8431,Sharlene,Bus,376,65.29
8432,Conroy,Bus,48,38.48
8433,Elnore,Bus,237,72.41
8434,Dino,Train,46,22.34
8435,Gwenette,Bus,273,65.18
8436,Ly,Motor Bike,255,96.65
8437,Giffer,Walk,490,0
8438,Charis,E-scooter,423,25.72
8439,Lesley,Train,37,94.49
8440,Tatiana,E-scooter,14,80.02
8441,Cairistiona,Train,379,44.23
8442,Berke,Bus,189,41.11
8443,Victoir,Train,189,47.54
8444,Felizio,Bus,201,53.52
8445,Georgianna,Walk,429,0
8446,Alex,Bike,58,0
8447,Briney,Bike,498,0
8448,Raddy,Bus,389,15.31
8449,Gillian,Car,491,7.72
8450,Rene,Car,480,16.31
8451,Charline,Bus,323,47.62
8452,Oneida,Walk,204,0
8453,Rubi,Walk,120,0
8454,Web,Car,374,52.39
8455,Aarika,Train,247,53.18
8456,Yorgos,Motor Bike,286,65.2
8457,Dan,Walk,307,0
8458,Denney,Car,250,64.1
8459,Terry,Motor Bike,242,37.12
8460,Kym,Car,369,17.59
8461,Caritta,E-scooter,246,55.88
8462,Jessie,Train,87,46.37
8463,Bessy,Bike,171,0
8464,Cristi,Bus,343,70.87
8465,Norine,Bike,385,0
8466,Herschel,Walk,73,0
8467,Helena,Walk,335,0
8468,Dolly,Train,264,6.26
8469,Heddi,Train,126,4.75
8470,Virgilio,Bike,420,0
8471,Marabel,Car,265,61.19
8472,Van,Walk,50,0
8473,Lise,E-scooter,304,93.48
8474,George,E-scooter,295,31.25
8475,Emile,Walk,446,0
8476,Ezmeralda,Car,425,94.73
8477,Hertha,Car,44,46.97
8478,Shepard,Train,479,60.19
8479,Eden,Walk,37,0
8480,Thornie,Walk,56,0
8481,Davidde,Motor Bike,482,29.41
8482,Martguerita,Walk,172,0
8483,Michaelina,Bus,197,11.29
8484,Courtney,E-scooter,127,15.01
8485,Gabriella,Bike,72,0
8486,Eliot,Bus,22,87.74
8487,Calley,Bus,17,38.01
8488,Darrelle,Bus,470,99.48
8489,Sarajane,Walk,281,0
8490,Quillan,Car,166,65.37
8491,Lotti,Car,98,11.17
8492,Kendre,Bus,47,79.19
8493,Fidelio,Bike,201,0
8494,Flory,Motor Bike,416,57.22
8495,Cesya,Bus,234,23.33
8496,Malissa,Walk,439,0
8497,Lem,E-scooter,114,5.35
8498,Nessi,Car,244,74.17
8499,Mathilde,Car,48,9.58
8500,Michal,Bus,417,41.6
8501,Astrid,Bus,50,8.82
8502,Booth,Car,161,1.82
8503,Tabbatha,Bus,446,78.89
8504,Laverne,Bike,159,0
8505,Ingmar,Motor Bike,347,58.8
8506,Isidor,Bus,499,39.32
8507,Bobby,Train,434,30.16
8508,Orson,Bus,238,72.53
8509,Sal,Bike,399,0
8510,Clive,Train,417,85.02
8511,Amber,Walk,154,0
8512,Vinson,Walk,317,0
8513,Bailie,Car,314,94.86
8514,Julita,Train,35,30.14
8515,Ilysa,Motor Bike,282,43.69
8516,Ruthe,Motor Bike,413,92.54
8517,Tamar,Bus,231,30.13
8518,Ceciley,Bike,21,0
8519,Dilly,Motor Bike,500,82
8520,Omero,Car,15,26.94
8521,Dillie,Car,168,15.72
8522,Rheta,Motor Bike,301,72.52
8523,Emogene,Car,142,19.1
8524,Ermentrude,Train,112,47.01
8525,Ursulina,Walk,154,0
8526,Bertram,Bus,108,10.98
8527,Tawnya,E-scooter,87,18.64
8528,Karlie,Car,168,76.07
8529,Mollie,Train,268,28.23
8530,Cymbre,Bus,24,3.28
8531,Jaimie,Motor Bike,339,80.56
8532,Benedikta,Bus,132,83.1
8533,Lev,Motor Bike,419,95.37
8534,Aluino,Car,50,84.66
8535,Ninnette,Train,391,98.98
8536,Charla,Bus,457,52.65
8537,Janeen,Car,350,49.29
8538,Hobey,Motor Bike,183,99.64
8539,Blair,E-scooter,93,3.44
8540,Jarret,E-scooter,302,90.34
8541,Sacha,Bike,173,0
8542,Dewain,Train,80,27.04
8543,Fancie,Walk,173,0
8544,Junette,E-scooter,409,65.59
8545,Lanny,Motor Bike,343,50
8546,Guilbert,Bike,409,0
8547,Donny,Car,395,82.21
8548,Kailey,Walk,488,0
8549,Selinda,Motor Bike,369,48.5
8550,Dan,Walk,130,0
8551,Rory,Bike,450,0
8552,Margeaux,Motor Bike,85,63.77
8553,Matias,E-scooter,183,23.7
8554,Madge,Bike,176,0
8555,Cornell,Motor Bike,490,3.41
8556,Matilde,Motor Bike,478,99.96
8557,Sollie,Car,276,14.73
8558,Adela,E-scooter,365,60.34
8559,Oneida,Train,249,38.36
8560,Alla,Motor Bike,10,59.67
8561,Martainn,Motor Bike,92,59.54
8562,Misha,Car,349,58.15
8563,Joel,Walk,277,0
8564,Ruprecht,Bus,436,52.18
8565,Webster,Bike,337,0
8566,Tommy,Train,469,91.74
8567,Adrea,Train,321,17.15
8568,Tessie,Motor Bike,77,99.14
8569,Caz,Bike,77,0
8570,Nataniel,Bike,386,0
8571,Lenee,Bike,232,0
8572,Eddie,Bike,417,0
8573,Roslyn,Bike,398,0
8574,Cory,Walk,347,0
8575,Carilyn,E-scooter,25,29.78
8576,Milzie,Motor Bike,243,32.81
8577,Atalanta,Train,74,93.9
8578,Jody,Motor Bike,278,99.13
8579,Geneva,Bus,367,21.05
8580,Bil,E-scooter,78,76.65
8581,Cordie,Motor Bike,97,90.81
8582,Charil,E-scooter,191,42.15
8583,Ulick,Walk,117,0
8584,Parrnell,Bus,47,59.99
8585,Trace,Motor Bike,144,97.3
8586,Carey,Motor Bike,300,9.98
8587,Tiffie,Bike,389,0
8588,Renato,Train,169,26.66
8589,Arte,Motor Bike,363,71.36
8590,Jasen,Car,40,23.48
8591,Farrah,Bus,349,38.61
8592,Binni,E-scooter,128,84.74
8593,Nevins,Walk,172,0
8594,Phylis,Motor Bike,470,9.33
8595,Samuele,Motor Bike,360,64.97
8596,Jephthah,Motor Bike,0,17.51
8597,Angeli,E-scooter,396,47.76
8598,Addie,Train,389,63.97
8599,Afton,Car,403,37.62
8600,Grazia,Train,99,90.65
8601,Verina,Motor Bike,496,45.32
8602,Cinderella,Motor Bike,79,64.01
8603,Ringo,Bike,243,0
8604,Suzy,Walk,433,0
8605,Sebastien,Car,317,51.56
8606,Tina,Bus,190,42.65
8607,Candice,Car,484,85.81
8608,Elie,Car,94,64.61
8609,Darsie,Train,256,36.24
8610,Iorgo,Bike,16,0
8611,Ephrayim,Bike,123,0
8612,Nealson,Bike,143,0
8613,Leonid,Motor Bike,321,85.69
8614,Allie,Bus,38,77.8
8615,Raquela,Walk,317,0
8616,Adela,Train,317,20.95
8617,Kevyn,Car,222,27.94
8618,Conni,Bike,178,0
8619,Darbee,E-scooter,183,69
8620,Libby,Bus,335,64.5
8621,Ora,Train,476,45.2
8622,Daniele,Bike,21,0
8623,Dew,Walk,460,0
8624,Rudolfo,E-scooter,234,90.5
8625,Katti,Train,89,95.95
8626,Pail,Car,462,47.21
8627,Bernette,Car,163,72.89
8628,Rodi,E-scooter,267,93.16
8629,Thomasine,Walk,331,0
8630,Licha,Car,4,52.77
8631,Vanda,Walk,306,0
8632,Loretta,Car,476,51.89
8633,Juli,Walk,378,0
8634,Shandie,Bus,177,28.88
8635,Shana,Motor Bike,144,24.22
8636,Alfred,Bike,441,0
8637,Quintus,Car,59,23.86
8638,Meggie,Train,348,64.12
8639,Myrtice,Bus,43,25.9
8640,Carmina,E-scooter,123,64.76
8641,Adoree,Motor Bike,283,37.11
8642,Dael,Train,455,56.46
8643,Darice,Bus,458,57.57
8644,Leesa,E-scooter,381,89.25
8645,Stevie,Bike,371,0
8646,Cairistiona,Bike,91,0
8647,Ottilie,Walk,251,0
8648,Michelina,Bike,168,0
8649,Lanae,Motor Bike,63,85.99
8650,Torre,Motor Bike,215,70.2
8651,Irwinn,Car,176,71.64
8652,Anderea,Car,136,96.45
8653,Marris,Train,186,63.74
8654,Borg,Bus,0,29.28
8655,Emelda,Walk,114,0
8656,Shaun,Bus,279,85.35
8657,Wilton,Bike,439,0
8658,Clary,Car,174,58.62
8659,Alysa,Motor Bike,336,32.74
8660,Salaidh,E-scooter,245,18.56
8661,Horatia,Bike,271,0
8662,Kimmi,Walk,227,0
8663,Kailey,Motor Bike,167,51.5
8664,Brant,Car,126,81.94
8665,Barbie,Walk,452,0
8666,Doralia,Train,314,78.74
8667,Milly,Motor Bike,74,3.37
8668,Donnie,Bike,431,0
8669,Kristofor,Car,97,23.13
8670,Arne,Car,229,18.95
8671,Xylia,Train,174,81.96
8672,Bernadette,Walk,124,0
8673,Nikola,Train,190,81.93
8674,Leoline,Car,475,79.22
8675,Elsi,Motor Bike,143,53.68
8676,Fitz,E-scooter,203,3
8677,Inness,Walk,329,0
8678,Enoch,Car,304,43.68
8679,Blane,E-scooter,443,18.76
8680,Carlina,Car,429,87.99
8681,Gwenore,Bus,47,95.48
8682,Chickie,Bike,274,0
8683,Gillian,Car,49,69.04
8684,Vania,Bus,127,71.72
8685,Zorah,Train,0,63.9
8686,Emily,E-scooter,411,3.08
8687,Clerkclaude,Train,123,50.72
8688,Timothee,Train,126,57.71
8689,Saul,Walk,136,0
8690,Rayna,Car,60,30.92
8691,Pet,Train,490,11.75
8692,Heath,Train,438,75.58
8693,Alwin,Motor Bike,330,85.67
8694,Karlotta,Train,44,3.76
8695,Bogey,Car,238,22.8
8696,Cesaro,Motor Bike,283,29.13
8697,Dulcine,Bike,206,0
8698,Joey,Car,143,58.17
8699,Adler,E-scooter,0,61.9
8700,Skylar,Motor Bike,288,95.53
8701,Kennith,Car,225,8.97
8702,Emelen,Car,61,57.57
8703,Eunice,Bike,67,0
8704,Ty,Motor Bike,451,83.14
8705,Hamel,Bus,469,24.73
8706,Elana,Train,240,45.37
8707,Reina,Car,477,6.36
8708,Mickie,Train,471,54.41
8709,Vanny,Bus,469,95.03
8710,Cammie,Motor Bike,451,55.94
8711,Krissie,Motor Bike,456,18.39
8712,Emmery,Walk,481,0
8713,Chico,Bus,113,69.88
8714,Veronike,Train,336,4.11
8715,Lesli,Bus,496,8.38
8716,Diahann,Motor Bike,129,31.34
8717,Selina,Walk,40,0
8718,Teodora,Train,273,46.26
8719,Kania,Car,1,5.86
8720,Cleo,Bike,239,0
8721,Kayle,Walk,115,0
8722,Tish,Bus,285,83.31
8723,Viola,Train,196,45.45
8724,Mischa,Bike,356,0
8725,Cordy,Bike,262,0
8726,Immanuel,Bike,89,0
8727,Dacie,Train,168,12.37
8728,Nixie,Bike,349,0
8729,Pippa,Motor Bike,473,58.44
8730,Ewan,Walk,0,0
8731,Kati,Train,331,22.5
8732,Anson,Car,476,89.71
8733,Tedmund,E-scooter,210,97.13
8734,Mohammed,Motor Bike,177,7.11
8735,Therese,Train,0,54.16
8736,Dimitry,Walk,383,0
8737,Shalna,Train,446,38.89
8738,Rosalia,Bus,362,60.04
8739,Aurlie,Bike,53,0
8740,Ingrid,Motor Bike,9,89.21
8741,Lucienne,Motor Bike,420,21.93
8742,Thia,Walk,70,0
8743,Roarke,Walk,120,0
8744,Diarmid,Train,372,4.91
8745,Derward,Bus,294,42.74
8746,Randolph,Car,4,94.39
8747,Tedd,E-scooter,461,61.61
8748,Quintin,Car,106,96.64
8749,Haven,Motor Bike,268,48.29
8750,Priscilla,E-scooter,291,35.66
8751,Stanislaus,Car,489,8.9
8752,Errol,Train,10,70.18
8753,Cesya,Car,17,96.34
8754,Dahlia,Walk,185,0
8755,Nydia,Bike,491,0
8756,Thayne,Walk,377,0
8757,Midge,Walk,338,0
8758,Emlynn,Bus,38,34.74
8759,Ingrim,Motor Bike,123,27.1
8760,Margot,Train,401,27.16
8761,Rose,Walk,223,0
8762,Allegra,E-scooter,500,38.13
8763,Stephana,Bus,159,90.55
8764,Althea,Bus,292,46.63
8765,Brenn,Walk,206,0
8766,Burlie,E-scooter,277,54.74
8767,Finn,Bus,482,49.01
8768,Carolan,Walk,125,0
8769,Dolley,E-scooter,208,2.72
8770,Reagan,Motor Bike,42,17.29
8771,Ansley,E-scooter,164,78.22
8772,Asia,Car,479,36.06
8773,Calley,Car,455,1.39
8774,Thibaut,Train,186,7.23
8775,Coleman,Bike,426,0
8776,Cleon,E-scooter,94,26.14
8777,Lorry,E-scooter,335,58.78
8778,Ansley,E-scooter,40,15.1
8779,Kettie,Bus,356,66.04
8780,Leora,Walk,195,0
8781,Cory,Train,353,72.49
8782,Erny,Car,143,30.02
8783,Daphna,Car,474,83.19
8784,Hasty,Walk,84,0
8785,Johnette,Bike,264,0
8786,Rubia,Train,58,41.49
8787,Ransell,Motor Bike,363,40.66
8788,Crissy,Train,88,18.86
8789,Roderigo,Train,48,16.16
8790,Janek,Bike,375,0
8791,Fran,Motor Bike,281,74.54
8792,Angel,Bus,386,64.77
8793,Bonnee,Bike,411,0
8794,Eve,Train,349,1.66
8795,Marietta,Car,171,78.33
8796,Yehudit,Car,280,70.96
8797,Shandy,Bus,349,84
8798,Thaxter,Car,331,65.65
8799,Liva,Bike,282,0
8800,Damaris,Walk,253,0
8801,Cullie,Motor Bike,172,77.63
8802,Kial,Walk,423,0
8803,Zsazsa,Motor Bike,199,65.37
8804,Cammie,E-scooter,162,77.22
8805,Hubert,E-scooter,369,7.92
8806,Benton,Motor Bike,147,20.67
8807,Albrecht,Walk,57,0
8808,Abbey,Bike,180,0
8809,Gerick,Bike,476,0
8810,Salvatore,Bus,388,18.52
8811,Kenneth,Motor Bike,382,26.63
8812,Bessie,Car,1,55.32
8813,Reinaldos,Walk,480,0
8814,Ozzy,Bus,144,98.42
8815,Tedra,Bus,378,64.31
8816,Rodd,Car,230,95.05
8817,Jermain,E-scooter,47,91.21
8818,Randell,Bus,294,33.71
8819,Shir,Walk,247,0
8820,Tracey,Walk,455,0
8821,Valera,Motor Bike,186,98.6
8822,Debi,Motor Bike,420,85.64
8823,Dottie,Motor Bike,77,96.87
8824,Mollie,Motor Bike,283,66.11
8825,Aigneis,Car,66,19.97
8826,Stern,Motor Bike,455,5.06
8827,Patrizia,Train,474,96.26
8828,Sharon,Train,73,98.3
8829,Winni,Bike,441,0
8830,Eduard,Car,395,16.69
8831,Mathias,E-scooter,62,45.52
8832,Kathryn,Motor Bike,313,67.2
8833,Addison,Walk,36,0
8834,Trace,Motor Bike,4,93.04
8835,Goldy,Walk,254,0
8836,Salaidh,Motor Bike,51,1.08
8837,Valentine,Train,103,71.72
8838,Ermentrude,Bike,106,0
8839,Louie,Bike,0,0
8840,Langston,Car,415,51.29
8841,Claudette,Walk,284,0
8842,Corbin,Car,433,99.43
8843,Jefferson,Train,454,23.51
8844,Josiah,Bike,485,0
8845,Madonna,Walk,494,0
8846,Kori,Train,430,72.07
8847,Edwina,Car,64,16.72
8848,Rodolfo,Car,219,1.14
8849,Mariejeanne,Bike,258,0
8850,Jon,E-scooter,470,9.47
8851,Winnie,E-scooter,182,6.52
8852,Ashla,E-scooter,286,83.08
8853,Nichol,Car,219,21.1
8854,Clarine,Motor Bike,92,82.3
8855,Jacintha,Motor Bike,177,95.02
8856,Lynsey,Bike,44,0
8857,Nell,Car,421,72.36
8858,Tedman,Train,266,67.09
8859,Jocelin,E-scooter,435,45.3
8860,Ella,E-scooter,47,33.82
8861,Noellyn,Bus,0,33.2
8862,Elijah,E-scooter,324,13.32
8863,Sharleen,Bike,87,0
8864,Lidia,E-scooter,262,76.89
8865,Kelsey,Car,176,55.93
8866,Elberta,Bus,331,85.41
8867,Lennie,E-scooter,203,3.01
8868,Israel,Car,345,48.08
8869,Amelia,Car,258,24.37
8870,Gayle,Train,142,92.91
8871,Fredra,Car,478,99.71
8872,Bernardo,Bus,440,75.19
8873,Toiboid,Car,310,14.26
8874,Kaleena,Motor Bike,448,28.28
8875,Albina,Bus,217,82.6
8876,Brion,Bus,4,92.15
8877,Wiley,Walk,379,0
8878,Cordelia,Motor Bike,380,68.72
8879,Celene,Bus,309,31.21
8880,Maggy,Motor Bike,113,76.24
8881,Allan,E-scooter,131,60.1
8882,Marta,Motor Bike,150,48.19
8883,Thorvald,Bike,264,0
8884,Odelia,Train,253,80.05
8885,Frederich,Bike,136,0
8886,Dorene,E-scooter,485,23.13
8887,Dyann,Walk,12,0
8888,Cecilius,Train,206,2.28
8889,Dru,Train,328,44.44
8890,Evyn,Train,416,23.23
8891,Ekaterina,Bus,49,26.98
8892,Dolores,E-scooter,130,59.17
8893,Dalli,Walk,72,0
8894,Constance,Bus,88,26.05
8895,Bud,Bike,434,0
8896,Rudolf,Bus,271,77.99
8897,Sal,Bike,480,0
8898,Rocky,Car,94,85.97
8899,Janek,Car,165,59.81
8900,Justina,Bus,290,78.14
8901,Gilligan,Bus,295,56.04
8902,Jillie,E-scooter,309,34.5
